"DayOfWeekStr","starttime","endtime","PermitLocation","optionaltext","ColdTruck","Applicant","Location"
"Tuesday","6AM","12AM","2 MONTGOMERY ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7891395577013,-122.401934924896)"
"Tuesday","8AM","12AM","46 GEARY ST","Chicken Tikka Masala, Mixed Vegetables Combo Plate, Chicken Kathi Roll, Vegetarian Kathi Roll, Various Pakoras, Mango Lassi, Chai Tea","N","Spice Affairs","(37.7879262520307,-122.404216875142)"
"Tuesday","6AM","6PM","735 MONTGOMERY ST","Hot coffee, iced coffee, hot chocolate, tea, pastries","N","Philz Coffee Truck","(37.7958384844379,-122.40344930127)"
"Tuesday","6AM","9PM","870 MARKET ST","Soft pretzels, hot dogs, sausages, chips, popcorn, soda, espresso, cappucino, pastry, ica cream, ices, italian sausage, shish-ka-bob, churros, juice, water, various drinks","N","The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs","(37.7849061488879,-122.407072991554)"
"Tuesday","10AM","6PM","773 MARKET ST","Kettle Corn, Funnel Cakes, Lemonade, Beverages, Flan","N","Kettle Corn Star","(37.7861609344287,-122.405127311306)"
"Tuesday","6AM","7AM","50 RIZAL ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7821634269963,-122.398858175825)"
"Tuesday","11AM","12PM","50 RIZAL ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7821634269963,-122.398858175825)"
"Tuesday","12PM","1PM","1006 16TH ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7664794033031,-122.396987155992)"
"Tuesday","1PM","2PM","1006 16TH ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7664794033031,-122.396987155992)"
"Tuesday","1PM","2PM","1060 KEY AVE","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7194447104044,-122.396779269073)"
"Tuesday","8AM","9AM","1003 TURK ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.7812661735253,-122.425596113366)"
"Tuesday","2PM","3PM","1104 FITZGERALD AVE","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7200437918897,-122.389545147791)"
"Tuesday","7PM","8PM","150 EXECUTIVE PARK BLVD","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7112306563304,-122.393719654607)"
"Tuesday","10AM","11AM","1144 LARKIN ST","Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks","Y","Munch A Bunch","(37.7884553541868,-122.418493877061)"
"Tuesday","1PM","2PM","1240 MINNESOTA ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7547401744411,-122.39000416543)"
"Tuesday","10AM","11AM","150 OTIS ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7708968719166,-122.420303482979)"
"Tuesday","6AM","7AM","1300 GRIFFITH ST","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7270036160148,-122.380330046337)"
"Tuesday","9AM","10AM","Assessors Block 8710/Lot003","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7706453983908,-122.3934769372)"
"Tuesday","10AM","11AM","Assessors Block 8710/Lot003","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7706453983908,-122.3934769372)"
"Tuesday","8AM","9AM","1346 EDDY ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7818065268172,-122.429790840366)"
"Tuesday","9AM","10AM","171 LANGTON ST","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee","Y","Sun Rise Catering","(37.7753407062288,-122.407045641377)"
"Tuesday","7AM","8AM","1475 CARROLL AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7235928942816,-122.391044912211)"
"Tuesday","5PM","6PM","1499 ILLINOIS ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7529330108826,-122.38674649469)"
"Tuesday","1PM","2PM","1475 DONNER AVE","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7229710660157,-122.391616677859)"
"Tuesday","9AM","10AM","180 NAPOLEON ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.747103654263,-122.398580950956)"
"Tuesday","10AM","11AM","1843 EGBERT AVE","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7270977399423,-122.400562638391)"
"Tuesday","10AM","11AM","1900 OAKDALE AVE","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7378605455249,-122.395960446547)"
"Tuesday","1PM","2PM","Assessors Block 8711/Lot023","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7740748410583,-122.390668458146)"
"Tuesday","10AM","11AM","2115 JENNINGS ST","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7269088991548,-122.388709328768)"
"Tuesday","12PM","1PM","2500 16TH ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7656006287902,-122.411489324943)"
"Tuesday","10AM","11AM","2401 22ND ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7568964591739,-122.404742854153)"
"Tuesday","10AM","11AM","1059 EVANS AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7370712305056,-122.378155718149)"
"Tuesday","9AM","10AM","2 ULLOA ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7456907227869,-122.453995481257)"
"Tuesday","9AM","10AM","2521 SCOTT ST","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7929193472494,-122.439775822366)"
"Tuesday","10AM","11AM","245 01ST ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7877437884077,-122.394943017483)"
"Tuesday","6AM","8AM","350 SANSOME ST","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7936702903518,-122.401180084353)"
"Tuesday","9AM","10AM","355 11TH ST","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages","Y","Mini Mobile Food Catering","(37.7712263375524,-122.413130084838)"
"Tuesday","7AM","8AM","201 FOLSOM ST","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7893098361337,-122.391835412441)"
"Tuesday","11AM","12PM","3305 03RD ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7475231528558,-122.387175828519)"
"Tuesday","12PM","1PM","Assessors Block 3902/Lot002","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7683069928,-122.412000336092)"
"Tuesday","8AM","9AM","525 HOWARD ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7880673613338,-122.396529337443)"
"Tuesday","11AM","12PM","525 HOWARD ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7880673613338,-122.396529337443)"
"Tuesday","10AM","11AM","544 02ND ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7824758824599,-122.392962638578)"
"Tuesday","3PM","4PM","Assessors Block 8732/Lot001","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7707029760975,-122.390790355566)"
"Tuesday","11AM","2PM","Assessors Block 8732/Lot001","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7707029760975,-122.390790355566)"
"Tuesday","3PM","4PM","Assessors Block 8732/Lot001","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7707029760975,-122.390790355566)"
"Tuesday","7AM","8AM","85 02ND ST","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.","Y","Mang Hang Catering","(37.7882497741491,-122.400004792045)"
"Tuesday","9AM","10AM","640 TEXAS ST","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages","Y","Anas Goodies Catering","(37.7583041058491,-122.395215975869)"
"Tuesday","10AM","11AM","720 YORK ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7602511077651,-122.409073157312)"
"Tuesday","9AM","11AM","45 SPEAR ST","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks","Y","M M Catering","(37.7932429688316,-122.394845565197)"
"Tuesday","2PM","3PM","370 DRUMM ST","Chicken Tiki Masala Burritos, Paneer Tiki Masala Burritos, Samosas, Mango Lassi","N","Curry Up Now","(37.796984468437,-122.397015212071)"
"Tuesday","3PM","4PM","Assessors Block 4315/Lot03008","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.75023466372,-122.388046499994)"
"Tuesday","6AM","7AM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Tuesday","9AM","10AM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Tuesday","9AM","12PM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Tuesday","12PM","1PM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Tuesday","6AM","7AM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Tuesday","9AM","10AM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Tuesday","10AM","11AM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Tuesday","6AM","7AM","Assessors Block 5216/Lot030","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7454064294164,-122.390081224847)"
"Tuesday","9AM","10AM","Assessors Block 5216/Lot030","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7454064294164,-122.390081224847)"
"Tuesday","9AM","12PM","Assessors Block 5216/Lot030","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7454064294164,-122.390081224847)"
"Tuesday","10AM","11AM","Assessors Block 5216/Lot030","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7454064294164,-122.390081224847)"
"Tuesday","11AM","12PM","531 MISSION ST","Cupcakes","N","Kara's Cupcakes","(37.7890402978513,-122.398391248497)"
"Tuesday","12PM","1PM","400 HOWARD ST","Cupcakes","N","Kara's Cupcakes","(37.7892526344794,-122.395226296171)"
"Tuesday","4PM","5PM","400 HOWARD ST","Cupcakes","N","Kara's Cupcakes","(37.7892526344794,-122.395226296171)"
"Tuesday","11AM","7PM","801 MARKET ST","Kettle Corn","N","Creme Brulee To Go","(37.7856812513257,-122.405778850215)"
"Tuesday","6AM","12AM","1 THE EMBARCADERO","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7818464873205,-122.388426441806)"
"Tuesday","10AM","9PM","572 MARKET ST","Gyro Sandwich, Chicken Sandwich, lamb over rice, chicken over rice, combination over rice","N","Taza Halal Cart","(37.7894907409346,-122.401264717399)"
"Tuesday","11AM","9PM","532 MARKET ST","Creme Brulee","N","The Creme Brulee Cart","(37.7908897937244,-122.399494126212)"
"Tuesday","10AM","8PM","298 KING ST","Gyros, Kebobs, refreshments and dessert","N","Kabob Trolley, LLC","(37.7764065244709,-122.394110513855)"
"Tuesday","7AM","6PM","298 MARKET ST","Indian Chai (Tea)","N","The Chai Cart","(37.7924472039343,-122.397442495538)"
"Tuesday","9AM","3PM","1 MARKET ST","kebabs, halal gyro, grilled halal meat, refreshments","N","Halal Cart, LLC","(37.7944378622969,-122.394689039468)"
"Tuesday","12PM","6PM","2100 MISSION ST","Shaved Ice: Tamarind, Strawberry, Lemon, horchata, hibiscus","N","Raspados El Yocateco","(37.7634137197851,-122.419580630787)"
"Tuesday","5AM","6AM","Assessors Block 3720/Lot001","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.789691367587,-122.396595637084)"
"Tuesday","11AM","12PM","Assessors Block 3720/Lot001","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.789691367587,-122.396595637084)"
"Tuesday","10AM","11AM","1601 MARKET ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.7741408778527,-122.420350503908)"
"Tuesday","11AM","12PM","48 WELSH ST","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages","Y","Steve's Mobile Deli","(37.7796723277022,-122.396946995316)"
"Tuesday","11AM","12PM","1031 QUESADA AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7262238053212,-122.379024844696)"
"Tuesday","9AM","10AM","1098 LE CONTE AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7193678479621,-122.398371361923)"
"Tuesday","10AM","11AM","Assessors Block /Lot","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering",NA
"Tuesday","1PM","2PM","Assessors Block /Lot","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering",NA
"Tuesday","12PM","1PM","1173 INGERSON AVE","Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA","Y","Singh Brothers Ice Cream","(37.7207115524695,-122.395916084904)"
"Tuesday","9AM","10AM","1322 04TH ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7638778647129,-122.460878237733)"
"Tuesday","12PM","1PM","Assessors Block 8710/Lot003","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7706453983908,-122.3934769372)"
"Tuesday","7AM","8AM","1420 YOSEMITE AVE","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages","Y","Liang Bai Ping","(37.7250092583289,-122.388305168263)"
"Tuesday","9AM","10AM","1420 04TH ST","Cold truck: sandwiches, salads, beverages, chips, candy, cookies, coffee, tea, drinks","N","DO UC US Mobile Catering","(37.7703531653561,-122.39120602229)"
"Tuesday","9AM","10AM","1485 YOSEMITE AVE","Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.","Y","Bach Catering","(37.7255714777643,-122.38953365883)"
"Tuesday","6AM","7AM","400 HOWARD ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.7892526344794,-122.395226296171)"
"Tuesday","10AM","11AM","400 HOWARD ST","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)","Y","John's Catering #5","(37.7892526344794,-122.395226296171)"
